Run,RunStart,RunDuration,Comments,Junfrau Z,GasCell Pressure,GasCell X,GasCell Y,GasCell Pitch,GasCell Yaw,Pinhole X,Pinhole Y
23,Jun/4/2022 3:03:29,215.929,,-487.9922,0.979,170.8616,-100.2,50.8698,-35.5235,-27.6852,1.0193
22,Jun/4/2022 2:58:51,266.383,,-487.9922,0.982,170.8616,-100.2,50.8698,-35.5235,-27.6852,1.0193
21,Jun/4/2022 2:54:43,237.676,,-487.9922,0.946,170.8616,-100.2,50.8698,-35.5235,-27.6852,1.0193
20,Jun/4/2022 2:39:45,243.124,,-487.9922,0.866,170.8616,-100.2,50.8698,-35.5235,-27.6852,1.0193
19,Jun/4/2022 2:07:46,215.576,,-487.9924,0.901,170.8617,-100.2,50.8698,-35.5235,-27.6852,1.0193
18,Jun/4/2022 2:03:50,217.721,,-487.9924,0.903,170.8618,-100.2,50.8698,-35.5235,-27.6852,1.0193
17,Jun/4/2022 1:59:55,214.221,,-487.9924,0.904,170.8616,-100.2,50.8698,-35.5235,-27.6852,1.0193
16,Jun/4/2022 1:55:54,218.356,,-487.9924,0.909,170.8617,-100.2,50.8698,-35.5235,-27.6852,1.0193
15,Jun/4/2022 1:52:30,185.601,,-487.9924,0.947,170.8617,-100.2,50.8698,-35.5235,-27.6852,1.0193
14,Jun/4/2022 1:43:44,222.407,,-487.9924,4.007,170.8618,-100.2,50.8698,-35.5235,-27.6852,1.0193
13,Jun/4/2022 1:39:57,213.626,,-487.9924,4.006,170.8618,-100.2,50.8698,-35.5235,-27.6852,1.0193
12,Jun/4/2022 1:36:09,213.768,,-487.9924,4.014,170.8618,-100.2,50.8698,-35.5235,-27.6852,1.0193
11,Jun/4/2022 1:32:22,216.568,,-487.9924,4.01,170.8618,-100.2,50.8698,-35.5234,-27.6852,1.0193
10,Jun/4/2022 1:28:11,231.632,,-487.9924,4.009,170.8618,-100.2,50.8698,-35.5234,-27.6852,1.0193
9,Jun/4/2022 1:24:26,212.944,,-487.9924,4.016,170.8618,-100.2,50.8698,-35.5235,-27.6852,1.0193
8,Jun/4/2022 1:20:05,213.737,,-487.9924,4.015,170.8617,-100.2,50.8698,-35.5234,-27.6852,1.0193
7,Jun/4/2022 0:27:31,552.915,,-487.9926,18.717,170.8619,-100.2,50.8698,-35.5234,-27.6852,1.0193
6,Jun/4/2022 0:12:21,446.194,,-487.9926,11.177,170.8619,-100.2,50.8698,-35.5234,-27.6852,1.0193
5,Jun/4/2022 0:02:09,408.546,,-487.9928,0.772,170.8619,-100.2,50.8697,-35.5231,-27.6852,1.0193
4,Jun/3/2022 21:42:24,54.177,,-399.9836,0.752,175,-100.9,50.981,-29.2218,-50.0017,1.0193
3,Jun/3/2022 1:17:11,37.779,,0.9874,126.517,222.8,-100.9,62.9395,-49.0284,-50.0024,1.0195
2,Jun/2/2022 18:22:51,38.612,,0.9868,126.517,225.3089,-100.9,53.9644,-43.624,-50.0025,1.123
1,Jun/2/2022 16:54:30,8.506,Test run for DAQ.,0.987,126.517,216.3412,-100.9,7.7681,-28.4269,-50.0025,1.1231
